path,cells,dims_match,header_exact,byte_exact_full,diff_全部cell(含浮点),diff_pathing(去浮点),cosmetic_wall_void(边界浮点),cell_match%,pathing_match%,w2W,W2w,w2V,V2w,status
CATACOMB\1X1NS\1X1_NS_PB_A.LAYOUT,69025,True,True,False,219,75,144,99.6827,99.8913,7,68,0,0,ok
ACT3_Z2\1X1_OPEN_N0S0E0W0\1X1_OPEN_N0S0E0W0_JT_A.LAYOUT,62750,True,True,False,218,217,1,99.6526,99.6542,58,133,0,26,ok
ACT2_Z2\1X1_WALL_N0E2W2_LAKE\1X1WALL_N0E2W2_LAKE_PB_A.LAYOUT,75300,True,True,False,218,164,54,99.7105,99.7822,28,65,0,71,ok
GENERIC_CAVE\1X1NSE\1X1_NSE_PB_A.LAYOUT,75300,True,True,False,218,137,81,99.7105,99.8181,39,91,0,7,ok
ACT2_Z2\1X1_WALL_N2S2W0\1X1WALL_N2S2W0_PB_A.LAYOUT,56500,True,True,False,217,174,43,99.6159,99.6920,81,34,0,59,ok
ACT2_Z2\1X1_OPEN_N0S0E0W0_LAKE_NW_SW\1X1OPEN_N0S0E0W0_LAKE_NW_SW_PB_A.LAYOUT,62750,True,True,False,216,214,2,99.6558,99.6590,28,107,0,79,ok
VAULT\1X1SINGLE_ROOM_BOSS\1X1_MAPROOM_VAULTBOSSROOM_C.LAYOUT,80200,True,True,False,216,216,0,99.7307,99.7307,17,199,0,0,ok
NETHER\1X1ENTRANCE_W\1X1_ENTRANCE_W_PB_A.LAYOUT,56726,True,True,False,215,199,16,99.6210,99.6492,41,131,0,27,ok
VAULT\1X1SINGLE_ROOM_BOSS\RANDOMBOSSROOM_PB_A.LAYOUT,70200,True,True,False,215,215,0,99.6937,99.6937,8,207,0,0,ok
ACT3_Z2\1X1_CONCAVE_S2W1_LANDMARK_VARKCAMP\1X1_CONCAVE_S2W1_LANDMARK_VARKCAMP_JT_A.LAYOUT,90000,True,True,False,215,177,38,99.7611,99.8033,50,105,0,22,ok
ACT2_CAVES\1X1ENTRANCE_E\1X1_ENTRANCE_E_JT_B.LAYOUT,39550,True,True,False,214,38,176,99.4589,99.9039,1,37,0,0,ok
ACT3_Z2\1X1_OPEN_N0S0E0W0_LANDMARK_BATTLEFIELD\1X1_OPEN_LANDMARK_BATTLEFIELD_PB_B.LAYOUT,62750,True,True,False,212,209,3,99.6622,99.6669,25,66,9,109,ok
ACT1\1X1_OPEN_N0S3E3W0_WROAD_SE\1X1_OPEN_N0S3E3W0_WROAD_SE_LM_A.LAYOUT,90300,True,True,False,212,107,105,99.7652,99.8815,35,43,0,29,ok
ACT3_Z2\1X1_WALL_S0E1W1_LANDMARK_RQUARRY\1X1_WALL_S0E1W1_LANDMARK_RQUARRY_BB_A.LAYOUT,100400,True,True,False,211,102,109,99.7898,99.8984,16,59,0,27,ok
ACT3_Z1\1X1_SWAMP_N5S0E0W0\1X1_SWAMP_N5S0E0W0_JT_A.LAYOUT,62750,True,True,False,209,91,118,99.6669,99.8550,49,42,0,0,ok
NETHER\1X1ENTRANCE_S\1X1_ENTRANCE_S_LM_A.LAYOUT,75300,True,True,False,209,33,176,99.7224,99.9562,20,9,0,4,ok
ACT2_Z2\1X1_CONCAVE_N1E2\1X1CONCAVE_N1E2_LM_A.LAYOUT,50850,True,True,False,208,118,90,99.5910,99.7679,20,40,0,58,ok
ACT2_Z2\1X1_CONVEX_N0S2E2W0_LANDMARK_GENIE\1X1_CONVEX_N0S2E2W0_GENIE_BB_LANDMARK.LAYOUT,62750,True,True,False,208,134,74,99.6685,99.7865,11,65,0,58,ok
DRAGON_TOWER\1X1EW\1X1_EW_LM_B.LAYOUT,67725,True,True,False,207,207,0,99.6944,99.6944,2,203,0,2,ok
NETHER\1X1ENTRANCE_N\1X1_ENTRANCE_N_LM_A.LAYOUT,68750,True,True,False,207,179,28,99.6989,99.7396,17,141,0,21,ok
ACT1\1X1_CONCAVE_S1E1\1X1_CONCAVE_S1E1_PB_A.LAYOUT,75300,True,True,False,207,155,52,99.7251,99.7942,61,94,0,0,ok
GENERIC_CAVE\1X1ENTRANCE_W\1X1_ENTRANCE_W_PB_A.LAYOUT,39375,True,True,False,205,96,109,99.4794,99.7562,37,59,0,0,ok
ACT3_Z1\1X1_SWAMP_N0S5E5W0\1X1_SWAMP_N0S5E5W0_PB_A.LAYOUT,62750,True,True,False,205,108,97,99.6733,99.8279,15,54,0,39,ok
ACT2_Z2\1X1_CONVEX_N1S0E0W1\1X1CONVEX_N1S0E0W1_LM_A.LAYOUT,62750,True,True,False,204,168,36,99.6749,99.7323,54,38,0,76,ok
ACT2_Z2\1X1_WALL_N2S2W0\1X1WALL_N2S2W0_JT_A.LAYOUT,62750,True,True,False,204,95,109,99.6749,99.8486,7,16,1,71,ok
NETHER\1X1NE\1X1_NE_JT_A.LAYOUT,69025,True,True,False,204,162,42,99.7045,99.7653,13,129,0,20,ok
ACT2_CAVES\1X1ACT2_CAVES_TEMPLATE.LAYOUT,87850,True,True,False,204,0,204,99.7678,100.0000,0,0,0,0,ok
ESTHSHRINE\1X1SW\1X1_SW_PB_A.LAYOUT,56250,True,True,False,203,115,88,99.6391,99.7956,30,81,0,4,ok
ACT2_Z1\TEMPLATES\1X1_CONCAVE_S1E1\1X1_CONCAVE_S1E1_TEMPLATE_A.LAYOUT,81250,True,True,False,203,121,82,99.7502,99.8511,15,83,8,15,ok
ACT2_Z2\1X1_CONCAVE_N2W2\1X1CONCAVE_N2W2_BB_A.LAYOUT,50850,True,True,False,202,114,88,99.6028,99.7758,14,60,0,40,ok
ACT3_TOWN\1X1SINGLE_ROOM\ACT3_TOWN_BB_A.LAYOUT,75900,True,True,False,202,163,39,99.7339,99.7852,36,90,0,37,ok
ACT3_Z1\1X1_SWAMP_N0S5E0W0\1X1_SWAMP_N0S5E0W0_JT_A.LAYOUT,62750,True,True,False,200,81,119,99.6813,99.8709,21,60,0,0,ok
CATACOMB\1X1EXIT_N\1X1_EXIT_N_PB_A.LAYOUT,62750,True,True,False,200,106,94,99.6813,99.8311,25,81,0,0,ok
GENERIC_CAVE\1X1SINGLE_ROOM_BOSS\1X1_MAPROOM_ALLCAVEBOSSROOM_B.LAYOUT,130400,True,True,False,200,117,83,99.8466,99.9103,28,89,0,0,ok
GENERIC_CAVE\1X1NE\1X1_NE_BB_A.LAYOUT,62750,True,True,False,198,138,60,99.6845,99.7801,29,86,0,23,ok
ACT2_CAVES\1X1NE\1X1_NE_BB_A.LAYOUT,45200,True,True,False,196,63,133,99.5664,99.8606,4,45,0,14,ok
ACT1\1X1_CONVEX_N0S1E0W2\1X1_CONVEX_N0S1E0W2_PB_A.LAYOUT,90300,True,True,False,196,196,0,99.7829,99.7829,57,139,0,0,ok
GENERIC_CAVE\1X1SINGLE_ROOM_BOSS\ICELABS_NGPLUS_LM_A.LAYOUT,131775,True,True,False,196,131,65,99.8513,99.9006,49,80,0,2,ok
ACT2_CAVES\1X1SW\1X1_SW_BB_A.LAYOUT,50850,True,True,False,194,64,130,99.6185,99.8741,4,49,0,11,ok
ACT3_Z1\1X1_OPEN_N0S0E0W0_LANDMARK_SAWMILL\1X1_OPEN_N0S0E0W0_LANDMARK_SAWMILL_LM_B.LAYOUT,62750,True,True,False,194,161,33,99.6908,99.7434,42,86,0,33,ok
ACT3_Z2\1X1_OPEN_N0S0E0W0\1X1_OPEN_N0S0E0W0_BB_A.LAYOUT,62750,True,True,False,194,194,0,99.6908,99.6908,9,142,0,43,ok
ACT1\1X1_OPEN_N0S0E0W0\1X1_OPEN_N0S0E0W0_LM_A.LAYOUT,90300,True,True,False,194,187,7,99.7852,99.7929,28,142,0,17,ok
ACT2_Z2\1X1_CONCAVE_S1E1\1X1CONCAVE_S1E1_JT_A.LAYOUT,56475,True,True,False,190,110,80,99.6636,99.8052,16,66,0,28,ok
ACT2_Z2\1X1_CONVEX_N2S0E1W0\1X1CONVEX_N2S0E1W0_LM_A.LAYOUT,62750,True,True,False,190,159,31,99.6972,99.7466,46,54,0,59,ok
CLOCKWORK\1X1SINGLE_ROOM_BOSS\FINALBOSSROOM.LAYOUT,90626,True,True,False,190,62,128,99.7903,99.9316,3,5,0,54,ok
ACT2_Z1\1X1_OPEN_N0S0E0W0\1X1_OPEN_N0S0E0W0_JT_B.LAYOUT,62750,True,True,False,189,189,0,99.6988,99.6988,20,169,0,0,ok
ACT3_Z2\1X1_OPEN_N0S0E0W0\1X1_OPEN_N0S0E0W0_PB_B.LAYOUT,62750,True,True,False,189,184,5,99.6988,99.7068,12,74,0,98,ok
GENERIC_CAVE\1X1N\1X1_N_PB_A.LAYOUT,62750,True,True,False,189,185,4,99.6988,99.7052,42,143,0,0,ok
GENERIC_CAVE\1X1ENTRANCE_S\1X1_ENTRANCE_S_LM_A.LAYOUT,82800,True,True,False,189,143,46,99.7717,99.8273,51,92,0,0,ok
CLOCKWORK\TEMP.LAYOUT,94376,True,True,False,189,59,130,99.7997,99.9375,1,4,0,54,ok
ACT2_Z1\TEMPLATES\1X1_WALL_N2S2W0_SPECIAL\1X1_WALL_N2S2_TEMPLATE_A_SPECIAL.LAYOUT,62750,True,True,False,188,152,36,99.7004,99.7578,84,45,0,23,ok
GENERIC_CAVE\1X1SW\1X1_SW_BB_A.LAYOUT,62750,True,True,False,188,105,83,99.7004,99.8327,17,86,2,0,ok
ESTHSHRINE\1X1SW\1X1_SW_BB_A.LAYOUT,62750,True,True,False,188,154,34,99.7004,99.7546,43,111,0,0,ok
CATACOMB\1X1W\1X1_W_JT_A.LAYOUT,41676,True,True,False,186,182,4,99.5537,99.5633,118,61,0,3,ok
VAULT\1X1ENTRANCE_E\1X1_ENTRANCE_E_JT_A.LAYOUT,50200,True,True,False,186,185,1,99.6295,99.6315,20,165,0,0,ok
GENERIC_CAVE\1X1EXIT_W\1X1_EXIT_W_PB_A.LAYOUT,33975,True,True,False,185,45,140,99.4555,99.8675,23,22,0,0,ok
ACT2_CAVES\1X1SW\1X1_SW_LM_A.LAYOUT,45200,True,True,False,185,39,146,99.5907,99.9137,0,11,0,28,ok
ACT2_Z2\1X1_WALL_N2S2W0\1X1WALL_N2S2W0_BB_A.LAYOUT,56500,True,True,False,185,101,84,99.6726,99.8212,10,37,0,54,ok
ACT3_Z2\1X1_OPEN_N0S0E0W0\1X1_OPEN_N0S0E0W0_LM_B.LAYOUT,62750,True,True,False,185,181,4,99.7052,99.7116,17,156,0,8,ok
GENERIC_CAVE\1X1SW\1X1_SW_LM_A.LAYOUT,67500,True,True,False,185,129,56,99.7259,99.8089,14,115,0,0,ok
NETHER\1X1ENTRANCE_N\1X1_ENTRANCE_N_BB_A.LAYOUT,82500,True,True,False,185,132,53,99.7758,99.8400,58,29,0,45,ok
NETHER\1X1ENTRANCE_W\1X1_ENTRANCE_W_LM_A.LAYOUT,55275,True,True,False,184,155,29,99.6671,99.7196,2,140,0,13,ok
ACT3_Z1\1X1_OPEN_N0S0E0W0_LANDMARK_SAWMILL\1X1_OPEN_N0S0E0W0_LANDMARK_SAWMILL_BB_B.LAYOUT,62750,True,True,False,182,171,11,99.7100,99.7275,25,65,0,81,ok
ACT3_Z1\1X1_OPEN_N0S0E0W0_LANDMARK_SHRINES\1X1_OPEN_N0S0E0W0_LANDMARK_SHRINES_BB_A.LAYOUT,62750,True,True,False,182,169,13,99.7100,99.7307,14,104,0,51,ok
GENERIC_CAVE\1X1SEW\1X1_SEW_LM_A.LAYOUT,75250,True,True,False,182,175,7,99.7581,99.7674,79,96,0,0,ok
ACT2_TOWN\1X1SINGLE_ROOM_A\ACT2_JEHANNUM_PB_A.LAYOUT,28125,True,True,False,181,62,119,99.3564,99.7796,14,46,1,1,ok
ACT3_Z1\1X1_SWAMP_N0S0E0W5\1X1_SWAMP_N0S0E0W5_JT_A.LAYOUT,62750,True,True,False,181,129,52,99.7116,99.7944,34,70,0,25,ok
ACT3_Z1\1X1_OPEN_N0S0E0W0_LANDMARK_SHRINES\1X1_OPEN_N0S0E0W0_LANDMARK_SHRINES_JT_A.LAYOUT,62750,True,True,False,180,151,29,99.7131,99.7594,29,55,3,64,ok
GENERIC_CAVE\1X1NS\1X1_NS_PB_A.LAYOUT,75300,True,True,False,180,148,32,99.7610,99.8035,39,99,0,10,ok
ACT1\1X1_OPEN_N0S0E0W0\1X1_OPEN_N0S0E0W0_LM_B.LAYOUT,90300,True,True,False,180,175,5,99.8007,99.8062,33,126,0,16,ok
VAULT\1X1NE\1X1_NE_PB_A.LAYOUT,26576,True,True,False,179,179,0,99.3265,99.3265,9,170,0,0,ok
VAULT\1X1EXIT_N\1X1_EXIT_N_JT_A.LAYOUT,55275,True,True,False,179,177,2,99.6762,99.6798,4,173,0,0,ok
ACT2_Z1\TEMPLATES\1X1_WALL_N1S1E0\1X1_WALL_N1S1E0_TEMPLATE_A.LAYOUT,62750,True,True,False,179,81,98,99.7147,99.8709,12,41,1,27,ok
ESTHSHRINE\1X1SINGLE_ROOM\1X1_ENTRANCE_S_BB_A.LAYOUT,18750,True,True,False,177,110,67,99.0560,99.4133,56,52,0,2,ok
ACT1\1X1_OPEN_N3S3E0W0_WROAD_NS\1X1_OPEN_N3S3E0W0_WROAD_NS_BB_A.LAYOUT,90300,True,True,False,177,177,0,99.8040,99.8040,61,116,0,0,ok
ACT2_Z2\TEMPLATES\1X1_CONCAVE_S1E1\1X1CONCAVE_S1E1_TEMPLATE.LAYOUT,50850,True,True,False,175,6,169,99.6559,99.9882,0,6,0,0,ok
ACT2_Z2\TEMPLATES\1X1_CONCAVE_S2W1\1X1CONCAVE_S2W1_TEMPLATE.LAYOUT,50850,True,True,False,175,6,169,99.6559,99.9882,0,6,0,0,ok
NETHER\TEMPLATES\1X1W_TEMPLATE.LAYOUT,89375,True,True,False,175,29,146,99.8042,99.9676,16,12,0,1,ok
ACT1\1X1_OPEN_N0S0E0W0\1X1_OPEN_N0S0E0W0_LM_C.LAYOUT,90300,True,True,False,175,175,0,99.8062,99.8062,45,130,0,0,ok
ACT2_Z2\1X1_CLIFF_CONCAVE_S2W1\1X1CLIFF_CONCAVE_S2W1_BB_A.LAYOUT,45200,True,True,False,174,83,91,99.6150,99.8164,20,33,0,30,ok
ACT2_Z2\1X1_OPEN_N0S0E0W0\1X1OPEN_N0S0E0W0_LM_A.LAYOUT,62750,True,True,False,174,172,2,99.7227,99.7259,36,46,0,90,ok
GENERIC_CAVE\1X1NS_MUSTPLACE\1X1_NS_MUSTPLACE_LM_A.LAYOUT,90300,True,True,False,174,129,45,99.8073,99.8571,50,77,0,2,ok
CATACOMB\1X1ENTRANCE_S\1X1_ENTRANCE_S_PB_A.LAYOUT,45225,True,True,False,173,8,165,99.6175,99.9823,0,4,1,3,ok
ACT3_Z1\1X1SINGLE_ROOM\ARENAOFSLAUGHTER_PB_A.LAYOUT,68750,True,True,False,171,120,51,99.7513,99.8255,1,64,4,51,ok
GENERIC_CAVE\1X1SINGLE_ROOM_BOSS\RANDOMBOSSROOM_LM_A.LAYOUT,130400,True,True,False,171,145,26,99.8689,99.8888,35,110,0,0,ok
GENERIC_CAVE\1X1SE\1X1_SE_LM_A.LAYOUT,69025,True,True,False,170,152,18,99.7537,99.7798,42,66,0,44,ok
ESTHSHRINE\1X1EXIT_S\1X1_EXIT_S_JT_A.LAYOUT,48400,True,True,False,169,85,84,99.6508,99.8244,10,39,18,18,ok
VAULT\1X1NW\1X1_NW_PB_A.LAYOUT,69000,True,True,False,168,164,4,99.7565,99.7623,0,164,0,0,ok
ACT2_CAVES\1X1ENTRANCE_N\1X1_ENTRANCE_N_PB_A.LAYOUT,45225,True,True,False,167,58,109,99.6307,99.8718,3,55,0,0,ok
GENERIC_CAVE\1X1NE\1X1_NE_LM_A.LAYOUT,82800,True,True,False,167,119,48,99.7983,99.8563,26,89,0,4,ok
VAULT\1X1ENTRANCE_W\1X1_ENTRANCE_W_PB_A.LAYOUT,45150,True,True,False,166,165,1,99.6323,99.6346,0,165,0,0,ok
ACT2_Z2\1X1_CLIFF_CONCAVE_S2W1\1X1CLIFF_CONCAVE_S2W1_LM_A.LAYOUT,56475,True,True,False,166,111,55,99.7061,99.8035,30,29,0,52,ok
ACT3_Z1\1X1_SWAMP_N5S5E5W0\1X1_SWAMP_N5S5E5W0_JT_A.LAYOUT,62750,True,True,False,166,108,58,99.7355,99.8279,32,55,0,21,ok
DWARVENLAB\1X1SEW\1X1_SEW_BB_A.LAYOUT,52675,True,True,False,165,71,94,99.6868,99.8652,1,0,70,0,ok
GENERIC_CAVE\1X1NSW\1X1_NSW_PB_A.LAYOUT,90300,True,True,False,165,144,21,99.8173,99.8405,30,114,0,0,ok
DWARVENLAB\1X1EXIT_S\1X1_EXIT_S_JT_A.LAYOUT,17675,True,True,False,164,70,94,99.0721,99.6040,0,0,70,0,ok
DWARVENLAB\1X1W\1X1_W_JT_A.LAYOUT,50625,True,True,False,164,70,94,99.6760,99.8617,0,0,70,0,ok
ACT3_Z2\1X1_WALL_S0E1W1_LANDMARK_LQUARRY\1X1_WALL_S0E1W1_LANDMARK_LQUARRY_BB_A.LAYOUT,100400,True,True,False,163,142,21,99.8376,99.8586,10,47,0,85,ok
ESTHSHRINE\1X1SE\1X1_SE_BB_A.LAYOUT,50250,True,True,False,161,130,31,99.6796,99.7413,40,87,0,3,ok
CATACOMB\1X1NW\1X1_NW_JT_A.LAYOUT,56250,True,True,False,161,123,38,99.7138,99.7813,52,71,0,0,ok
ACT2_Z2\1X1_WALL_N2S2W0\1X1WALL_N2S2W0_LM_A.LAYOUT,56500,True,True,False,159,107,52,99.7186,99.8106,19,39,0,49,ok
GENERIC_CAVE\1X1E\1X1_E_BB_A.LAYOUT,62100,True,True,False,159,144,15,99.7440,99.7681,30,113,0,1,ok
ACT3_Z1\1X1_OPEN_N0S0E0W0_LANDMARK_SHRINES\1X1_OPEN_N0S0E0W0_LANDMARK_SHRINES_LM_B.LAYOUT,62750,True,True,False,159,158,1,99.7466,99.7482,10,121,0,27,ok
ACT3_Z2\1X1_OPEN_N0S0E0W0\1X1_OPEN_N0S0E0W0_PB_A.LAYOUT,62750,True,True,False,159,143,16,99.7466,99.7721,33,94,0,16,ok
NETHER\TEMPLATES\1X1NS_TEMPLATE.LAYOUT,73450,True,True,False,159,99,60,99.7835,99.8652,1,48,0,50,ok
NACK\1X1NSEW\1X1_NSEW_LM_A.LAYOUT,22500,True,True,False,158,135,23,99.2978,99.4000,18,0,0,117,ok
ACT2_Z2\1X1_CONCAVE_N1E2\1X1CONCAVE_N1E2_PB_A.LAYOUT,50850,True,True,False,158,61,97,99.6893,99.8800,1,52,0,8,ok
ACT2_CAVES\1X1EXIT_N\1X1_EXIT_N_BB_A.LAYOUT,45225,True,True,False,157,80,77,99.6528,99.8231,3,25,0,52,ok
ACT1\1X1_CONVEX_N2S0E1W0\1X1_CONVEX_N2S0E1W0_LM_A.LAYOUT,90300,True,True,False,157,109,48,99.8261,99.8793,8,101,0,0,ok
GENERIC_CAVE\1X1EXIT_E\1X1_EXIT_E_LM_A.LAYOUT,50850,True,True,False,156,155,1,99.6932,99.6952,38,117,0,0,ok
CATACOMB\1X1EW\1X1_EW_LM_A.LAYOUT,60200,True,True,False,156,150,6,99.7409,99.7508,0,150,0,0,ok
ACT3_Z1\1X1_OPEN_N0S0E0W0_LANDMARK_SHRINES\1X1_OPEN_N0S0E0W0_LANDMARK_SHRINES_LM_A.LAYOUT,62750,True,True,False,156,148,8,99.7514,99.7641,16,87,0,45,ok
NACK\1X1NEW\1X1_NEW_LM_A.LAYOUT,18750,True,True,False,155,131,24,99.1733,99.3013,14,0,0,117,ok
ACT2_Z1\1X1_OPEN_N0S0E0W0_TABLETOP_SPECIAL\1X1_OPEN_N0S0E0W0_TABLETOP_LM_A_SPECIAL.LAYOUT,62750,True,True,False,155,144,11,99.7530,99.7705,29,48,0,67,ok
ACT3_Z2\1X1_OPEN_N0S0E0W0_LANDMARK_BATTLEFIELD\1X1_OPEN_LANDMARK_BATTLEFIELD_JT_B.LAYOUT,62750,True,True,False,155,145,10,99.7530,99.7689,20,42,4,79,ok
CATACOMB\1X1E\1X1_E_PB_A.LAYOUT,62750,True,True,False,155,138,17,99.7530,99.7801,4,132,2,0,ok
ACT1\1X1_OPEN_N3S0E0W3_WROAD_NW\1X1_OPEN_N3S0E0W3_WROAD_NW_LM_A.LAYOUT,90300,True,True,False,155,147,8,99.8283,99.8372,41,106,0,0,ok
GENERIC_CAVE\GENERIC_CAVE_TEMPLATE.LAYOUT,90300,True,True,False,155,155,0,99.8283,99.8283,1,2,0,152,ok
NACK\1X1SEW\1X1_SEW_LM_A.LAYOUT,22500,True,True,False,154,131,23,99.3156,99.4178,14,0,0,117,ok
ACT2_Z1\1X1_WALL_N2S2W0\1X1WALL_N2S2W0_LM_A.LAYOUT,62750,True,True,False,154,112,42,99.7546,99.8215,22,39,0,51,ok
GENERIC_CAVE\1X1EW\1X1_EW_PB_A.LAYOUT,67725,True,True,False,154,122,32,99.7726,99.8199,22,100,0,0,ok
ACT2_CAVES\1X1ENTRANCE_N\1X1_ENTRANCE_N_LM_A.LAYOUT,45225,True,True,False,153,39,114,99.6617,99.9138,0,39,0,0,ok
ACT1\1X1_ZONE1_N_CLIFF_TEMPLET.LAYOUT,60200,True,True,False,153,52,101,99.7458,99.9136,12,0,0,40,ok
ACT1\1X1_OPEN_N0S0E3W3_WROAD_EW\1X1_OPEN_N0S0E3W3_WROAD_EW_LM_A.LAYOUT,90300,True,True,False,153,153,0,99.8306,99.8306,56,97,0,0,ok
ACT3_Z2\1X1_CONVEX_N0S2E2W0\1X1_CONVEX_N0S2E2W0_BB_A.LAYOUT,62750,True,True,False,152,106,46,99.7578,99.8311,9,40,0,57,ok
ACT3_Z2\1X1_OPEN_N0S0E0W0_LANDMARK_BATTLEFIELD\1X1_OPEN_LANDMARK_BATTLEFIELD_PB_A.LAYOUT,62750,True,True,False,152,143,9,99.7578,99.7721,6,55,1,81,ok
ACT2_CAVES\1X1EW\1X1_EW_PB_A.LAYOUT,43925,True,True,False,151,40,111,99.6562,99.9089,0,40,0,0,ok
VAULT\1X1N\1X1_N_JT_A.LAYOUT,62750,True,True,False,151,151,0,99.7594,99.7594,13,138,0,0,ok
ACT3_Z1\1X1_CONVEX_N0S2E2W0\1X1_CONVEX_N0S2E2W0_LM_A.LAYOUT,62750,True,True,False,150,136,14,99.7610,99.7833,10,90,0,36,ok
DWARVENLAB\1X1SEW\1X1_SEW_LM_A.LAYOUT,82775,True,True,False,150,93,57,99.8188,99.8876,15,8,70,0,ok
NACK\1X1NSE\1X1_NSE_LM_A.LAYOUT,22500,True,True,False,149,126,23,99.3378,99.4400,14,0,0,112,ok
NACK\1X1NSW\1X1_NSW_LM_A.LAYOUT,22500,True,True,False,149,126,23,99.3378,99.4400,14,0,0,112,ok
ACT3_Z2\1X1_WALL_N2S2W0\1X1_WALL_N2S2W0_BB_A.LAYOUT,31250,True,True,False,149,71,78,99.5232,99.7728,1,39,0,31,ok
GENERIC_CAVE\1X1ENTRANCE_W\1X1_ENTRANCE_W_LM_A.LAYOUT,50200,True,True,False,149,141,8,99.7032,99.7191,57,84,0,0,ok
ESTHSHRINE\1X1NE\1X1_NE_PB_A.LAYOUT,45426,True,True,False,148,88,60,99.6742,99.8063,18,47,11,12,ok
NETHER\TEMPLATES\1X1E_TEMPLATE.LAYOUT,48576,True,True,False,148,72,76,99.6953,99.8518,0,21,0,51,ok
ACT3_Z1\1X1_SWAMP_N5S0E5W0\1X1_SWAMP_N5S0E5W0_JT_A.LAYOUT,62750,True,True,False,147,92,55,99.7657,99.8534,9,40,0,43,ok
VAULT\1X1SE\1X1_SE_LM_A.LAYOUT,69025,True,True,False,147,147,0,99.7870,99.7870,0,147,0,0,ok
NACK\1X1NE\1X1_NE_LM_A.LAYOUT,18750,True,True,False,146,122,24,99.2213,99.3493,10,0,0,112,ok
NACK\1X1NW\1X1_NW_LM_A.LAYOUT,18750,True,True,False,146,122,24,99.2213,99.3493,10,0,0,112,ok
ESTHSHRINE\1X1NSE\1X1_NSE_BB_A.LAYOUT,55275,True,True,False,146,128,18,99.7359,99.7684,33,91,0,4,ok
DRAGON_TOWER\1X1EW\1X1_EW_BB_B.LAYOUT,60501,True,True,False,146,146,0,99.7587,99.7587,6,140,0,0,ok
GENERIC_CAVE\1X1EW\1X1_EW_LM_A.LAYOUT,60501,True,True,False,146,138,8,99.7587,99.7719,18,120,0,0,ok
NETHER\TEMPLATES\1X1N_TEMPLATE.LAYOUT,73450,True,True,False,146,64,82,99.8012,99.9129,1,29,0,34,ok
NACK\1X1SE\1X1_SE_LM_A.LAYOUT,22500,True,True,False,145,122,23,99.3556,99.4578,10,0,0,112,ok
NACK\1X1SW\1X1_SW_LM_A.LAYOUT,22500,True,True,False,145,122,23,99.3556,99.4578,10,0,0,112,ok
GENERIC_CAVE\1X1SINGLE_ROOM_BOSS\THING_PB.LAYOUT,70350,True,True,False,145,107,38,99.7939,99.8479,31,75,0,1,ok
ACT2_Z1\TEMPLATES\1X1_CONCAVE_N2W2\1X1_CONCAVE_N2W2_TEMPLATE_A.LAYOUT,45200,True,True,False,144,11,133,99.6814,99.9757,3,8,0,0,ok
VAULT\1X1ENTRANCE_S\1X1_ENTRANCE_S_JT_A.LAYOUT,55275,True,True,False,144,114,30,99.7395,99.7938,38,76,0,0,ok
ACT3_Z2\1X1_OPEN_N0S0E0W0_LANDMARK_BATTLEFIELD\1X1_OPEN_LANDMARK_BATTLEFIELD_BB_A.LAYOUT,62750,True,True,False,144,121,23,99.7705,99.8072,1,45,0,75,ok
MANAVENT\1X1EW\1X1_EW_JT_A.LAYOUT,107100,True,True,False,144,64,80,99.8655,99.9402,14,34,2,14,ok
GENERIC_CAVE\1X1ENTRANCE_N\1X1_ENTRANCE_N_PB_A.LAYOUT,69025,True,True,False,143,112,31,99.7928,99.8377,29,83,0,0,ok
NACK\1X1ENTRANCE_E\1X1_ENTRANCE_E_LM_A.LAYOUT,18750,True,True,False,142,118,24,99.2427,99.3707,6,0,0,112,ok
NACK\1X1ENTRANCE_W\1X1_ENTRANCE_W_LM_A.LAYOUT,18750,True,True,False,142,118,24,99.2427,99.3707,6,0,0,112,ok
NACK\1X1EXIT_E\1X1_EXIT_E_LM_A.LAYOUT,18750,True,True,False,142,118,24,99.2427,99.3707,6,0,0,112,ok
NACK\1X1EXIT_W\1X1_EXIT_W_LM_A.LAYOUT,18750,True,True,False,142,118,24,99.2427,99.3707,6,0,0,112,ok
NACK\1X1E\1X1_E_LM_A.LAYOUT,18750,True,True,False,142,118,24,99.2427,99.3707,6,0,0,112,ok
NACK\1X1W\1X1_W_LM_A.LAYOUT,18750,True,True,False,142,118,24,99.2427,99.3707,6,0,0,112,ok
TESTROOM\1X1SINGLE_ROOM_A\TESTROOM.LAYOUT,18750,True,True,False,142,118,24,99.2427,99.3707,6,0,0,112,ok
ACT3_Z1\1X1_CONVEX_N0S1E0W2\1X1_CONVEX_N0S1E0W2_JT_A.LAYOUT,62750,True,True,False,142,110,32,99.7737,99.8247,20,82,0,8,ok
ACT3_Z1\1X1_OPEN_N0S0E0W0_LANDMARK_SAWMILL\1X1_OPEN_N0S0E0W0_LANDMARK_SAWMILL_PB_B.LAYOUT,62750,True,True,False,142,61,81,99.7737,99.9028,42,19,0,0,ok
ACT2_CAVES\1X1ENTRANCE_S\1X1_ENTRANCE_S_BB_A.LAYOUT,45225,True,True,False,141,49,92,99.6882,99.8917,3,46,0,0,ok
NACK\1X1NS\1X1_NS_LM_A.LAYOUT,22500,True,True,False,140,117,23,99.3778,99.4800,10,0,0,107,ok
CATACOMB\1X1EXIT_N\1X1_EXIT_N_JT_A.LAYOUT,56500,True,True,False,140,132,8,99.7522,99.7664,8,123,0,1,ok
