path,cells,dims_match,header_exact,byte_exact_full,diff_全部cell(含浮点),diff_pathing(去浮点),cosmetic_wall_void(边界浮点),cell_match%,pathing_match%,w2W,W2w,w2V,V2w,status
ACT1\1X1_OPEN_N0S0E0W0\1X1_OPEN_N0S0E0W0_PB_E.LAYOUT,90300,True,True,False,328,326,2,99.6368,99.6390,157,169,0,0,ok
MANAVENT\1X1ENTRANCE_E\1X1_ENTRANCE_E_JT_B.LAYOUT,203125,True,True,False,328,150,178,99.8385,99.9262,38,71,2,39,ok
ACT2_Z1\1X1_CONCAVE_S2W1_SPECIAL\1X1_CONCAVE_S2W1_JT_A_SPECIAL.LAYOUT,50850,True,True,False,327,292,35,99.3569,99.4258,4,259,0,29,ok
ESTHSHRINE\1X1SE\1X1_SE_PB_A.LAYOUT,35175,True,True,False,326,61,265,99.0732,99.8266,12,49,0,0,ok
NETHER\1X1EXIT_S\1X1_EXIT_S_BB_A.LAYOUT,75300,True,True,False,326,256,70,99.5671,99.6600,77,150,0,29,ok
ACT2_Z1\TEMPLATES\1X1_ENTRANCE_N2S2W0_SPECIAL\1X1_ENTRANCE_N2S2W0_TEMPLATE_A_SPECIAL.LAYOUT,82500,True,True,False,326,251,75,99.6048,99.6958,137,51,0,63,ok
DRAGON\1X1NSW\1X1_NSW_JT_A.LAYOUT,75900,True,True,False,325,109,216,99.5718,99.8564,11,0,0,98,ok
DRAGON\1X1S\1X1_S_JT_A.LAYOUT,45200,True,True,False,324,116,208,99.2832,99.7434,1,0,0,115,ok
ACT2_Z2\1X1_OPEN_N0S0E0W0_LAKE_SW\1X1OPEN_N0S0E0W0_LAKE_SW_JT_A.LAYOUT,62750,True,True,False,324,324,0,99.4837,99.4837,127,141,0,56,ok
ACT2_Z2\1X1_OPEN_N0S0E0W0_LAKE_SE\1X1OPEN_N0S0E0W0_LAKE_SE_LM_A.LAYOUT,62750,True,True,False,321,316,5,99.4884,99.4964,91,158,0,67,ok
ACT2_Z2\1X1_CONCAVE_S1E1\1X1CONCAVE_S1E1_PB_A.LAYOUT,50850,True,True,False,320,98,222,99.3707,99.8073,39,44,0,15,ok
ACT2_Z1\1X1_ENTRANCE_N2S2W0_SPECIAL\1X1_ENTRANCE_N2S2W0_BB_A_SPECIAL.LAYOUT,82500,True,True,False,320,249,71,99.6121,99.6982,109,53,0,87,ok
NETHER\1X1NS\1X1_NS_BB_A.LAYOUT,81575,True,True,False,320,242,78,99.6077,99.7033,61,155,0,26,ok
CATACOMB\1X1SINGLE_ROOM_BOSS\RANDOMBOSSROOM_LM_A.LAYOUT,85425,True,True,False,320,55,265,99.6254,99.9356,14,31,0,10,ok
ACT1\1X1_WALL_N1S1E0\1X1_WALL_N1S1E0_LM_B.LAYOUT,90300,True,True,False,319,145,174,99.6467,99.8394,38,107,0,0,ok
ACT3_Z2\1X1_CONCAVE_N1E2_LANDMARK_VARKCAMP\1X1_CONCAVE_N1E2_LANDMARK_VARKCAMP_PB_A.LAYOUT,170425,True,True,False,319,242,77,99.8128,99.8580,30,156,0,56,ok
NETHER\1X1SE\1X1_SE_BB_A.LAYOUT,65325,True,True,False,318,217,101,99.5132,99.6678,52,134,0,31,ok
ACT2_CAVES\1X1SINGLE_ROOM_BOSS\TOWEROFTHEMOON_PB_A.LAYOUT,70350,True,True,False,317,227,90,99.5494,99.6773,73,143,0,11,ok
NETHER\1X1EXIT_N\1X1_EXIT_N_LM_A.LAYOUT,121875,True,True,False,317,222,95,99.7399,99.8178,31,148,3,40,ok
GENERIC_CAVE\1X1EXIT_W\1X1_EXIT_W_LM_A.LAYOUT,75900,True,True,False,316,196,120,99.5837,99.7418,41,155,0,0,ok
ESTHSHRINE\1X1SEW\1X1_SEW_PB_A.LAYOUT,75250,True,True,False,314,151,163,99.5827,99.7993,71,77,1,2,ok
ACT3_Z1\1X1_SWAMP_N0S0E5W0\1X1_SWAMP_N0S0E5W0_JT_A.LAYOUT,62750,True,True,False,313,91,222,99.5012,99.8550,47,32,0,12,ok
ACT1\1X1_OPEN_N0S3E3W0_WROAD_SE\1X1_OPEN_N0S3E3W0_WROAD_SE_JT_A.LAYOUT,90300,True,True,False,313,266,47,99.6534,99.7054,56,204,0,6,ok
ACT2_Z2\1X1_MESA_N0S0E0W5\1X1MESA_N0S0E0W5_BB_A.LAYOUT,62750,True,True,False,311,290,21,99.5044,99.5378,35,189,0,66,ok
ACT3_Z2\1X1_OPEN_N0S0E0W0_LANDMARK_OASIS_L\1X1_OPEN_N0S0E0W0_LANDMARK_OASIS_L_PB_B.LAYOUT,62750,True,True,False,309,304,5,99.5076,99.5155,18,223,8,55,ok
ACT2_Z2\1X1_ENTRANCE_N1S1E0\1X1ENTRANCE_N1S1E0_JT_A.LAYOUT,81500,True,True,False,308,140,168,99.6221,99.8282,28,79,0,33,ok
NETHER\1X1EXIT_W\1X1_EXIT_W_BB_A.LAYOUT,82500,True,True,False,308,245,63,99.6267,99.7030,66,143,0,36,ok
ACT2_Z2\1X1_MESA_N0S0E0W5\1X1MESA_N0S0E0W5_LM_A.LAYOUT,62750,True,True,False,307,295,12,99.5108,99.5299,29,214,0,52,ok
ACT2_Z1\1X1_CONCAVE_N2W2_LANDMARK_FORSAKEN\1X1_CONCAVE_PB_A_LANDMARK_FORSAKEN.LAYOUT,75300,True,True,False,307,127,180,99.5923,99.8313,25,57,5,40,ok
ACT2_Z1\TEMPLATES\1X1_CONCAVE_N2W2_LANDMARK_FORSAKEN\1X1_CONCAVE_N2W2_TEMPLATE_A_LANDMARK_FORSAKEN.LAYOUT,75300,True,True,False,307,127,180,99.5923,99.8313,25,57,5,40,ok
ACT2_Z2\1X1_OPEN_N0S0E0W0_LAKE_SW\1X1OPEN_N0S0E0W0_LAKE_SW_PB_A.LAYOUT,62750,True,True,False,306,305,1,99.5124,99.5139,60,134,1,110,ok
DRAGON\1X1EW\1X1_EW_JT_A.LAYOUT,75250,True,True,False,306,95,211,99.5934,99.8738,6,1,0,88,ok
ACT3_Z2\1X1_CONCAVE_S1E1_LANDMARK_VARKCAMP\1X1_CONCAVE_S1E1_LANDMARK_VARKCAMP_LM_A.LAYOUT,105300,True,True,False,306,211,95,99.7094,99.7996,28,153,0,30,ok
ACT1_TOWN\1X1SINGLE_ROOM_A\ACT1_TOWN.LAYOUT,105350,True,True,False,304,96,208,99.7114,99.9089,26,52,0,18,ok
ACT2_Z1\TEMPLATES\1X1_CONCAVE_S1E1_SPECIAL\1X1_CONCAVE_S1E1_SPECIAL_TEMPLATE.LAYOUT,62100,True,True,False,301,211,90,99.5153,99.6602,145,40,1,25,ok
ACT1\1X1_CONVEX_N1S0E0W1\1X1_CONVEX_N1S0E0W1_JT_A.LAYOUT,90300,True,True,False,301,250,51,99.6667,99.7231,87,162,0,1,ok
ACT1\1X1_CLIFF_S0E1W1_LANDMARK_WICKERGROVE\1X1_CLIFF_S0E1W1_PB_LANDMARK_WICKERGROVE.LAYOUT,82775,True,True,False,299,217,82,99.6388,99.7378,71,140,0,6,ok
ACT1\1X1_OPEN_N3S0E0W3_WROAD_NW\1X1_OPEN_N3S0E0W3_WROAD_NW_BB_A.LAYOUT,90300,True,True,False,299,276,23,99.6689,99.6944,75,179,0,22,ok
ACT2_Z2\1X1_CONVEX_N1S0E0W1\1X1CONVEX_N1S0E0W1_JT_A.LAYOUT,62750,True,True,False,298,153,145,99.5251,99.7562,53,40,0,60,ok
ACT2_Z2\1X1_MESA_N5S0E0W0\1X1MESA_N5S0E0W0_BB_A.LAYOUT,62750,True,True,False,298,294,4,99.5251,99.5315,58,164,0,72,ok
ACT1\1X1_CONVEX_N0S2E2W0\1X1_CONVEX_N0S2E2W0_JT_A.LAYOUT,90300,True,True,False,297,252,45,99.6711,99.7209,68,172,0,12,ok
ACT1\1X1_OPEN_N0S0E3W3_WROAD_EW\1X1_OPEN_N0S0E3W3_WROAD_EW_BB_A.LAYOUT,90300,True,True,False,296,221,75,99.6722,99.7553,77,114,0,30,ok
ACT2_Z2\1X1_WALL_N1S1E0\1X1WALL_N1S1E0_PB_A.LAYOUT,62750,True,True,False,294,167,127,99.5315,99.7339,20,98,1,48,ok
DRAGON\1X1SW\1X1_SW_PB_A.LAYOUT,75900,True,True,False,293,190,103,99.6140,99.7497,2,24,160,4,ok
ESTHSHRINE\1X1EXIT_N\1X1_EXIT_N_LM_A.LAYOUT,50850,True,True,False,292,115,177,99.4258,99.7738,37,75,1,2,ok
ACT3_Z1\1X1SINGLE_ROOM\SCRAPWORKS_PB_A.LAYOUT,201875,True,True,False,292,207,85,99.8554,99.8975,24,142,0,41,ok
ACT2_CAVES\1X1NS_SPECIAL\1X1_NS_SPECIAL_BB_A.LAYOUT,50250,True,True,False,290,58,232,99.4229,99.8846,2,56,0,0,ok
ACT2_Z2\1X1_OPEN_N0S0E0W0_LAKE_NE_SE\1X1OPEN_N0S0E0W0_LAKE_NE_SE_PB_A.LAYOUT,62750,True,True,False,290,289,1,99.5378,99.5394,26,128,0,135,ok
ACT2_Z2\1X1_MESA_N0S5E0W5\1X1MESA_N0S5E0W5_PB_A.LAYOUT,62750,True,True,False,288,184,104,99.5410,99.7068,87,77,0,20,ok
ACT2_Z2\1X1_CONVEX_N0S2E2W0\1X1CONVEX_N0S2E2W0_PB_A.LAYOUT,62750,True,True,False,287,127,160,99.5426,99.7976,9,49,1,68,ok
ACT2_Z2\1X1_ENTRANCE_N1S1E0\1X1ENTRANCE_N1S1E0_PB_A.LAYOUT,81500,True,True,False,287,182,105,99.6479,99.7767,40,49,2,91,ok
ACT2_Z2\1X1SINGLE_ROOM_BOSS\RIFTKEEPBOSSROOM_LM.LAYOUT,138550,True,True,False,287,128,159,99.7929,99.9076,45,33,0,50,ok
ESTHSHRINE\1X1ENTRANCE_N\1X1_ENTRANCE_N_LM_A.LAYOUT,56475,True,True,False,286,181,105,99.4936,99.6795,75,104,0,2,ok
ACT1\1X1_WALL_S0E1W1\1X1_WALL_S0E1W1_JT_A.LAYOUT,90300,True,True,False,286,222,64,99.6833,99.7542,80,142,0,0,ok
MANAVENT\1X1ENTRANCE_E\1X1_ENTRANCE_E_JT_A.LAYOUT,130625,True,True,False,286,153,133,99.7811,99.8829,52,64,2,35,ok
ACT2_CAVES\1X1EXIT_E\1X1_EXIT_E_PB_A.LAYOUT,45200,True,True,False,284,59,225,99.3717,99.8695,7,36,0,16,ok
ACT1\1X1_ZONE1_S0E0_CONVEX_CLIFF_TEMPLATE.LAYOUT,90300,True,True,False,283,0,283,99.6866,100.0000,0,0,0,0,ok
ACT2_CAVES\1X1EW_SPECIAL\1X1_EW_SPECIAL_PB_A.LAYOUT,50200,True,True,False,282,176,106,99.4382,99.6494,28,90,0,58,ok
ESTHSHRINE\1X1NW\1X1_NW_PB_A.LAYOUT,69000,True,True,False,281,118,163,99.5928,99.8290,34,83,0,1,ok
ACT2_Z2\1X1_OPEN_N0S0E0W0_LAKE_NE_SE\1X1OPEN_N0S0E0W0_LAKE_NE_SE_BB_A.LAYOUT,62750,True,True,False,280,280,0,99.5538,99.5538,14,183,0,83,ok
ACT2_Z2\1X1_OPEN_N0S0E0W0_LAKE_SE\1X1OPEN_N0S0E0W0_LAKE_SE_BB_A.LAYOUT,62750,True,True,False,280,280,0,99.5538,99.5538,31,121,0,128,ok
ACT2_TOWN\1X1SINGLE_ROOM_A\ACT2_TOWN_PB_A.LAYOUT,68750,True,True,False,279,142,137,99.5942,99.7935,58,84,0,0,ok
NETHER\TEMPLATES\1X1S_TEMPLATE.LAYOUT,75900,True,True,False,279,127,152,99.6324,99.8327,16,61,0,50,ok
CATACOMB\CATACOMBTEST.LAYOUT,207000,True,True,False,278,158,120,99.8657,99.9237,6,152,0,0,ok
ACT2_Z1\TEMPLATES\1X1_CONCAVE_S1E1_LANDMARK_FORSAKEN\1X1_CONCAVE_S1E1_FORSAKENVAULT_TEMPLATE_LANDMARK.LAYOUT,62100,True,True,False,277,193,84,99.5539,99.6892,160,8,0,25,ok
PHASE_BEAST_ROOMS\ACT1Z2\PHASEBEAST_A1Z2_BB_A.LAYOUT,51076,True,True,False,276,153,123,99.4596,99.7004,7,146,0,0,ok
ACT1\1X1_WALL_N2S2W0_LANDMARK_AVALANCHE\1X1_WALL_N2S2W0_PB_A_LANDMARK_AVALANCHE.LAYOUT,90300,True,True,False,275,122,153,99.6955,99.8649,23,99,0,0,ok
ESTHSHRINE\1X1NW\1X1_NW_BB_A.LAYOUT,45000,True,True,False,274,149,125,99.3911,99.6689,79,69,0,1,ok
ESTHSHRINE\1X1ENTRANCE_W\1X1_ENTRANCE_W_JT_A.LAYOUT,69000,True,True,False,274,170,104,99.6029,99.7536,53,91,3,23,ok
NETHER\1X1ENTRANCE_W\1X1_ENTRANCE_W_JT_A.LAYOUT,97500,True,True,False,274,176,98,99.7190,99.8195,13,142,0,21,ok
ACT2_Z2\1X1_MESA_N0S5E0W0\1X1MESA_N0S5E0W0_BB_A.LAYOUT,62750,True,True,False,273,250,23,99.5649,99.6016,24,185,0,41,ok
ACT2_Z1\1X1_CONCAVE_N2W2\1X1_CONCAVE_N2W2_PB_A.LAYOUT,62750,True,True,False,272,102,170,99.5665,99.8375,11,19,2,70,ok
ACT2_Z1\1X1_WALL_N1S1E0_LANDMARK_CARAVAN\1X1_WALL_N1S1E0_CARAVAN_BB_LANDMARK.LAYOUT,62750,True,True,False,272,154,118,99.5665,99.7546,8,37,0,109,ok
ACT2_Z1\1X1_WALL_N1S1E0_LANDMARK_SKELETON\1X1_WALL_N1S1E0_SKELETON_LM_LANDMARK.LAYOUT,62750,True,True,False,271,180,91,99.5681,99.7131,31,64,0,85,ok
ACT1\1X1_OPEN_N0S0E0W0\1X1_OPEN_N0S0E0W0_PB_A.LAYOUT,90300,True,True,False,271,271,0,99.6999,99.6999,122,148,1,0,ok
CATACOMB\1X1NW\1X1_NW_BB_A.LAYOUT,69000,True,True,False,269,61,208,99.6101,99.9116,9,50,2,0,ok
ACT2_CAVES\1X1NE\1X1_NE_LM_A.LAYOUT,50850,True,True,False,267,102,165,99.4749,99.7994,46,17,0,39,ok
ACT2_Z2\1X1_CONCAVE_N2W2\1X1CONCAVE_N2W2_LM_A.LAYOUT,50850,True,True,False,267,75,192,99.4749,99.8525,8,32,0,35,ok
ACT1\1X1_CLIFF_N1S1E0\1X1_CLIFF_N1S1E0_PB_A.LAYOUT,60300,True,True,False,266,155,111,99.5589,99.7430,60,52,0,43,ok
ACT2_Z2\1X1_MESA_N0S0E5W0\1X1MESA_N0S0E5W0_PB_A.LAYOUT,62750,True,True,False,265,265,0,99.5777,99.5777,90,132,0,43,ok
CATACOMB\1X1SINGLE_ROOM_BOSS\1X1_MAPROOM_CATACOMBBOSSROOM_C.LAYOUT,110550,True,True,False,265,59,206,99.7603,99.9466,0,31,19,9,ok
ACT2_Z2\1X1_CLIFF_CONCAVE_S1E1\1X1CLIFF_CONCAVE_S1E1_LM_A.LAYOUT,62100,True,True,False,264,74,190,99.5749,99.8808,22,36,0,16,ok
ACT2_Z1\1X1_OPEN_N0S0E0W0\1X1_OPEN_N0S0E0W0_PB_A.LAYOUT,62750,True,True,False,264,264,0,99.5793,99.5793,5,259,0,0,ok
ESTHSHRINE\1X1SINGLE_ROOM\1X1_MAPROOM_ESTHBOSSROOM_B.LAYOUT,73450,True,True,False,264,139,125,99.6406,99.8108,47,92,0,0,ok
ESTHSHRINE\1X1SINGLE_ROOM\1X1_REGENT_BOSS_ROOM_BB.LAYOUT,73450,True,True,False,264,139,125,99.6406,99.8108,47,92,0,0,ok
ACT1\1X1_CONCAVE_S2W1\1X1_CONCAVE_S2W1_LM_A.LAYOUT,82775,True,True,False,264,86,178,99.6811,99.8961,26,52,0,8,ok
ACT1\1X1_OPEN_N0S0E0W0\1X1_OPEN_N0S0E0W0_LM_E.LAYOUT,90300,True,True,False,262,178,84,99.7099,99.8029,71,87,0,20,ok
ACT3_Z2\1X1_CONCAVE_N2W2_LANDMARK_VARKCAMP\1X1_CONCAVE_N2W2_LANDMARK_VARKCAMP_BB_A.LAYOUT,130000,True,True,False,262,240,22,99.7985,99.8154,25,173,0,42,ok
GENERIC_CAVE\1X1SE\1X1_SE_JT_A.LAYOUT,45225,True,True,False,261,253,8,99.4229,99.4406,15,238,0,0,ok
DWARVENLAB\1X1N\1X1_N_JT_A.LAYOUT,56500,True,True,False,260,140,120,99.5398,99.7522,0,0,140,0,ok
NETHER\1X1SW\1X1_SW_BB_A.LAYOUT,62150,True,True,False,260,207,53,99.5817,99.6669,75,131,0,1,ok
ACT1\1X1_WALL_N2S2W0\1X1_WALL_N2S2W0_PB_A.LAYOUT,75300,True,True,False,258,161,97,99.6574,99.7862,28,97,0,36,ok
ACT1\1X1_OPEN_N4S0E0W4_WRIVER_NW\1X1_OPEN_N4S0E0W4_WRIVER_NW_LM_A.LAYOUT,90300,True,True,False,258,158,100,99.7143,99.8250,40,76,0,42,ok
ACT1\1X1_OPEN_N3S3E0W0_WROAD_NS\1X1_OPEN_N3S3E0W0_WROAD_NS_LM_A.LAYOUT,90300,True,True,False,257,161,96,99.7154,99.8217,62,71,0,28,ok
ACT3_Z2\1X1_OPEN_N0S0E0W0\1X1_OPEN_N0S0E0W0_JT_B.LAYOUT,62750,True,True,False,256,239,17,99.5920,99.6191,41,153,0,45,ok
ACT3_Z2\1X1_OPEN_N0S0E0W0_LANDMARK_OASIS_L\1X1_OPEN_N0S0E0W0_LANDMARK_OASIS_L_PB_A.LAYOUT,62750,True,True,False,256,214,42,99.5920,99.6590,30,128,2,54,ok
ACT1\1X1_CONVEX_N1S0E0W1\1X1_CONVEX_N1S0E0W1_LM_A.LAYOUT,90300,True,True,False,256,205,51,99.7165,99.7730,80,125,0,0,ok
CATACOMB\1X1SINGLE_ROOM_BOSS\RANDOMBOSSROOM_PB_A.LAYOUT,110550,True,True,False,256,63,193,99.7684,99.9430,0,33,19,11,ok
ACT2_Z2\TEMPLATES\1X1_OPEN_N0S0E0W0_LANDMARK_WITHERWAYS\1X1OPEN_N0S0E0W0_LANDMARK_WITHERWAYS_TEMPLATE.LAYOUT,62750,True,True,False,255,255,0,99.5936,99.5936,235,20,0,0,ok
ACT1\1X1_CLIFF_CONCAVE_S1E1\1X1_CLIFF_CONCAVE_S1E1_JT_A.LAYOUT,67725,True,True,False,255,117,138,99.6235,99.8272,39,72,1,5,ok
ESTHSHRINE\1X1SE\1X1_SE_JT_A.LAYOUT,56475,True,True,False,254,106,148,99.5502,99.8123,40,66,0,0,ok
ACT1\1X1_WALL_N1S1E0\1X1_WALL_N1S1E0_PB_A.LAYOUT,82800,True,True,False,252,192,60,99.6957,99.7681,76,109,0,7,ok
ACT3_Z2\1X1_WALL_S0E1W1_LANDMARK_RQUARRY\1X1_WALL_S0E1W1_LANDMARK_RQUARRY_JT_A.LAYOUT,100400,True,True,False,252,214,38,99.7490,99.7869,111,91,0,12,ok
ACT3_Z2\1X1_OPEN_N0S0E0W0_LANDMARK_OASIS_R\1X1_OPEN_N0S0E0W0_LANDMARK_OASIS_R_PB_B.LAYOUT,62750,True,True,False,251,213,38,99.6000,99.6606,15,110,0,88,ok
ACT1\1X1_CLIFF_N1S1E0\1X1_CLIFF_N1S1E0_LM_A.LAYOUT,73450,True,True,False,250,124,126,99.6596,99.8312,21,94,0,9,ok
GENERIC_CAVE\1X1NW\1X1_NW_PB_A.LAYOUT,75250,True,True,False,249,182,67,99.6691,99.7581,55,109,0,18,ok
CATACOMB\1X1SW\1X1_SW_LM_A.LAYOUT,75900,True,True,False,249,53,196,99.6719,99.9302,5,48,0,0,ok
ACT2_Z2\TEMPLATES\1X1_CONCAVE_N1E2_LAKE_SW_SE_LANDMARK_WITHERWAYS\1X1CONCAVE_N1E2_SW_SE_LANDMARK_WITHERWAYS_TEMPLATE.LAYOUT,75250,True,True,False,247,241,6,99.6718,99.6797,190,20,0,31,ok
DRAGON\1X1SINGLE_ROOM_BOSS\RANDOMBOSSROOM_LM_A.LAYOUT,45451,True,True,False,246,188,58,99.4588,99.5864,4,24,160,0,ok
NETHER\1X1ENTRANCE_N\1X1_ENTRANCE_N_PB_A.LAYOUT,69025,True,True,False,245,139,106,99.6451,99.7986,11,75,0,53,ok
GENERIC_CAVE\1X1NW\1X1_NW_LM_A.LAYOUT,82775,True,True,False,245,238,7,99.7040,99.7125,65,173,0,0,ok
ACT2_Z2\1X1_WALL_N2S2W0_LANDMARK_GENIE\1X1WALL_N2S2W0_LANDMARK_GENIE_JT_A.LAYOUT,62750,True,True,False,244,97,147,99.6112,99.8454,37,20,0,40,ok
ACT2_Z1\1X1_WALL_N1S1E0\1X1_WALL_N1S1E0_BB_A.LAYOUT,69000,True,True,False,244,91,153,99.6464,99.8681,26,11,0,54,ok
ACT1\1X1_CLIFF_CONVEX_N1W1\1X1_CLIFF_CONVEX_N1W1_PB_A.LAYOUT,90300,True,True,False,244,219,25,99.7298,99.7575,71,136,0,12,ok
ACT2_Z2\1X1_WALL_N0E2W2_LAKE_SW_SE\1X1WALL_N0E2W2_LAKE_SW_SE_PB_A.LAYOUT,62750,True,True,False,243,164,79,99.6127,99.7386,15,66,0,83,ok
ACT3_Z1\1X1_SWAMP_N5S0E0W0\1X1_SWAMP_N5S0E0W0_PB_A.LAYOUT,62750,True,True,False,243,223,20,99.6127,99.6446,42,33,0,148,ok
ACT2_Z1\1X1_WALL_N0E2W2\1X1_WALL_N0E2W2_BB_A.LAYOUT,50200,True,True,False,242,175,67,99.5179,99.6514,24,123,0,28,ok
ESTHSHRINE\1X1NS\1X1_NS_PB_A.LAYOUT,62150,True,True,False,242,182,60,99.6106,99.7072,63,89,12,18,ok
GENERIC_CAVE\1X1NSE\1X1_NSE_LM_A.LAYOUT,75300,True,True,False,242,229,13,99.6786,99.6959,100,129,0,0,ok
GENERIC_CAVE\1X1SINGLE_ROOM_BOSS\SLAVERSBASEMENT_PB_A.LAYOUT,96250,True,True,False,241,110,131,99.7496,99.8857,52,58,0,0,ok
ESTHSHRINE\1X1EXIT_S\1X1_EXIT_S_PB_A.LAYOUT,56475,True,True,False,240,188,52,99.5750,99.6671,57,129,0,2,ok
DRAGON\1X1EXIT_W\1X1_EXIT_W_LM_A.LAYOUT,62750,True,True,False,240,227,13,99.6175,99.6382,226,1,0,0,ok
ESTHSHRINE\1X1SW\1X1_SW_JT_A.LAYOUT,62750,True,True,False,240,97,143,99.6175,99.8454,38,59,0,0,ok
CATACOMB\1X1ENTRANCE_SEW\1X1_ENTRANCE_SEW_LM_A.LAYOUT,150500,True,True,False,240,200,40,99.8405,99.8671,20,176,2,2,ok
CATACOMB\1X1ENTRANCE_N\1X1_ENTRANCE_N_PB_A.LAYOUT,50250,True,True,False,239,24,215,99.5244,99.9522,0,18,0,6,ok
ACT2_Z2\1X1_CONVEX_N1S0E0W1_LANDMARK_GENIE\1X1CONVEX_N1S0E0W1_LANDMARK_GENIE_JT_A.LAYOUT,62750,True,True,False,239,144,95,99.6191,99.7705,48,83,0,13,ok
ACT3_Z2\1X1_OPEN_N0S0E0W0_LANDMARK_BATTLEFIELD\1X1_OPEN_LANDMARK_BATTLEFIELD_BB_B.LAYOUT,62750,True,True,False,239,197,42,99.6191,99.6861,8,104,2,83,ok
GENERIC_CAVE\1X1SE\1X1_SE_PB_A.LAYOUT,69025,True,True,False,239,216,23,99.6537,99.6871,73,143,0,0,ok
ACT2_Z2\1X1_CLIFF_S0E1W1\1X1CLIFF_S0E1W1_LM_A.LAYOUT,56475,True,True,False,237,85,152,99.5803,99.8495,10,29,0,46,ok
PHASE_BEAST_ROOMS\ACT3Z2\PHASEBEAST_A3Z2_LM_A.LAYOUT,114100,True,True,False,237,186,51,99.7923,99.8370,85,86,0,15,ok
DRAGON\1X1NE\1X1_NE_PB_A.LAYOUT,50850,True,True,False,236,182,54,99.5359,99.6421,0,22,160,0,ok
ACT2_CAVES\1X1EW\1X1_EW_LM_A.LAYOUT,50200,True,True,False,235,56,179,99.5319,99.8884,34,3,0,19,ok
NETHER\1X1ENTRANCE_E\1X1_ENTRANCE_E_PB_A.LAYOUT,51076,True,True,False,234,152,82,99.5419,99.7024,43,62,0,47,ok
ACT2_Z2\1X1_WALL_N1S1E0\1X1WALL_N1S1E0_BB_A.LAYOUT,56500,True,True,False,233,160,73,99.5876,99.7168,42,43,0,75,ok
NETHER\1X1EW\1X1_EW_BB_A.LAYOUT,40401,True,True,False,230,188,42,99.4307,99.5347,23,130,0,35,ok
ACT2_Z2\1X1_CONCAVE_S2W1\1X1CONCAVE_S2W1_BB_A.LAYOUT,50850,True,True,False,230,145,85,99.5477,99.7148,23,38,0,84,ok
ACT2_Z2\1X1_CONVEX_N0S1E0W2\1X1CONVEX_N0S1E0W2_JT_A.LAYOUT,62750,True,True,False,230,168,62,99.6335,99.7323,60,59,0,49,ok
ACT3_Z2\1X1_OPEN_N0S0E0W0\1X1_OPEN_N0S0E0W0_LM_A.LAYOUT,62750,True,True,False,230,230,0,99.6335,99.6335,10,122,0,98,ok
ACT3_Z2\1X1_OPEN_N0S0E0W0\1X1_OPEN_N0S0E0W0_BB_B.LAYOUT,62750,True,True,False,230,228,2,99.6335,99.6367,17,113,0,98,ok
ACT2_Z1\1X1_WALL_N2S2W0_SPECIAL\1X1_WALL_N2S2_BB_A_SPECIAL.LAYOUT,69000,True,True,False,230,210,20,99.6667,99.6957,64,71,0,75,ok
ACT1\1X1_OPEN_N0S0E0W0\1X1_OPEN_N0S0E0W0_PB_B.LAYOUT,90300,True,True,False,229,229,0,99.7464,99.7464,78,151,0,0,ok
ACT2_CAVES\1X1NS\1X1_NS_PB_A.LAYOUT,50250,True,True,False,228,36,192,99.5463,99.9284,0,36,0,0,ok
GENERIC_CAVE\1X1SINGLE_ROOM_BOSS\CULTISTLAIR_LM_A.LAYOUT,55000,True,True,False,225,65,160,99.5909,99.8818,27,38,0,0,ok
ACT2_Z2\1X1_CONVEX_N0S1E0W2\1X1CONVEX_N0S1E0W2_LM_A.LAYOUT,62750,True,True,False,225,128,97,99.6414,99.7960,25,38,0,65,ok
GENERIC_CAVE\1X1SINGLE_ROOM_BOSS\1X1_MAPROOM_ICECAVEBOSSROOM_A.LAYOUT,55000,True,True,False,223,64,159,99.5945,99.8836,29,35,0,0,ok
ACT2_CAVES\1X1EXIT_S\1X1_EXIT_S_PB_A.LAYOUT,45225,True,True,False,222,48,174,99.5091,99.8939,22,25,0,1,ok
ACT2_Z2\1X1_WALL_N1S1E0_LANDMARK_GENIE\1X1WALL_N1S1E0_GENIE_BB_LANDMARK.LAYOUT,56500,True,True,False,222,131,91,99.6071,99.7681,31,59,0,41,ok
ACT2_Z2\1X1_CONVEX_N2S0E1W0\1X1CONVEX_N2S0E1W0_BB_A.LAYOUT,62750,True,True,False,222,98,124,99.6462,99.8438,15,40,0,43,ok
ACT1\1X1_CLIFF_CONCAVE_S1E1\1X1_CLIFF_CONCAVE_S1E1_LM_A.LAYOUT,56475,True,True,False,221,96,125,99.6087,99.8300,29,63,0,4,ok
ACT2_Z1\1X1_OPEN_N0S0E0W0\1X1_OPEN_N0S0E0W0_LM_B.LAYOUT,62750,True,True,False,221,201,20,99.6478,99.6797,41,127,0,33,ok
NETHER\1X1ENTRANCE_E\1X1_ENTRANCE_E_BB_A.LAYOUT,50451,True,True,False,220,190,30,99.5639,99.6234,10,149,0,31,ok
ACT2_Z1\TEMPLATES\1X1_WALL_S0E1W1\1X1_WALL_S0E1W1_TEMPLATE_A.LAYOUT,56475,True,True,False,220,220,0,99.6104,99.6104,220,0,0,0,ok
ACT3_Z1\1X1_OPEN_N0S0E0W0\1X1_OPEN_N0S0E0W0_JT_A.LAYOUT,62750,True,True,False,219,194,25,99.6510,99.6908,35,103,0,56,ok
